RFI_ID,Project_ID,RFI_Title,Discipline,Submitted_Date,Required_Response_Date,Response_Date,RFI_Status,Response_Days,Responsible_Party,Cost_Impact,Schedule_Impact_Days,Priority
RFI-00386,PRJ-020,Architectural clarification item 386,Architectural,2025-10-18,2025-10-28,2025-11-07,Answered,20,Owner,0,0,Normal
RFI-00387,PRJ-020,General clarification item 387,General,2025-06-01,06/11/2025,2025-06-16,Answered,15,Designer,0,0,Normal
RFI-00388,PRJ-020,Civil clarification item 388,Civil,2024-07-23,2024-08-02,2024-08-17,Closed,25,Owner,0,0,Normal
RFI-00389,PRJ-020,Fire Protection clarification item 389,Fire Protection,2024-12-28,2024-12-31,2025-01-02,Answered,5,Designer,0,0,Critical
RFI-00390,PRJ-020,Architectural clarification item 390,Architectural,2024-02-15,2024-02-22,2024-03-01,Closed,15,Owner,0,0,High
RFI-00391,PRJ-020,Mechanical clarification item 391,Mechanical,2024-02-14,2024-02-21,2024-03-10,Closed,25,Contractor,0,0,High
RFI-00392,PRJ-020,Structural clarification item 392,Structural,2025-07-11,2025-07-18,,Open,,Designer,0,0,High
RFI-00393,PRJ-020,Electrical clarification item 393,Electrical,2025-08-30,2025-09-06,2025-09-13,Answered,14,Owner,17700,2,High
RFI-00394,PRJ-020,Electrical clarification item 394,Electrical,2024-01-02,2024-01-12,2024-01-14,Answered,12,Owner,0,0,Normal
RFI-00395,PRJ-020,General clarification item 395,General,2025-10-10,2025-10-20,2025-10-24,Answered,14,Contractor,33600,2,Normal
RFI-00396,PRJ-020,General clarification item 396,General,2024-11-21,2024-12-01,,Open,,Contractor,0,0,Normal
RFI-00397,PRJ-020,Electrical clarification item 397,Electrical,2025-04-08,2025-04-18,2025-04-29,Closed,21,External,0,0,Normal
RFI-00398,PRJ-020,Mechanical clarification item 398,Mechanical,2024-10-27,2024-11-06,2024-11-19,Answered,23,Owner,0,0,Normal
RFI-00399,PRJ-020,Mechanical clarification item 399,Mechanical,2024-02-17,2024-02-24,,Open,,Designer,45300,3,High
RFI-00400,PRJ-020,Electrical clarification item 400,Electrical,2025-08-29,2025-09-05,2025-09-04,Answered,6,Designer,0,0,High
RFI-00401,PRJ-020,Architectural clarification item 401,Architectural,2024-08-05,2024-08-15,,Open,,Owner,0,0,Normal
RFI-00402,PRJ-020,Structural clarification item 402,Structural,2024-03-04,2024-03-14,2024-03-24,Answered,20,Designer,26400,4,Normal
RFI-00403,PRJ-020,Plumbing clarification item 403,Plumbing,2024-11-11,2024-11-21,2024-12-05,Answered,24,Contractor,0,0,Normal
RFI-00404,PRJ-020,Civil clarification item 404,Civil,2024-04-29,2024-05-09,2024-05-14,Closed,15,Owner,0,0,Normal
RFI-00405,PRJ-020 ,Architectural clarification item 405,Architectural,2024-04-09,2024-04-19,2024-05-09,Closed,30,Contractor,0,0,Normal
RFI-00406,PRJ-020,Architectural clarification item 406,Architectural,2025-09-24,2025-10-01,2025-10-16,Answered,22,Designer,79800,4,High
RFI-00407,PRJ-021,General clarification item 407,General,2024-11-12,2024-11-22,2024-11-20,Answered,8,Designer,0,0,Normal
RFI-00408,PRJ-021,Electrical clarification item 408,Electrical,2022-11-30,2022-12-10,2022-12-09,Closed,9,Owner,5600,2,Normal
RFI-00409,PRJ-021,Structural clarification item 409,Structural,2023-12-22,2024-01-01,2024-01-04,Answered,13,Designer,0,0,Normal
RFI-00410,PRJ-021,Architectural clarification item 410,Architectural,2022-08-15,2022-08-25,2022-09-03,Answered,19,Designer,15100,8,Normal
RFI-00411,PRJ-021,Architectural clarification item 411,Architectural,2022-11-06,2022-11-13,2022-11-12,Closed,6,Contractor,0,0,High
RFI-00412,PRJ-021,Plumbing clarification item 412,Plumbing,2024-06-04,2024-06-11,2024-06-10,Answered,6,External,0,0,High
RFI-00413,PRJ-021,Electrical clarification item 413,Electrical,2023-06-22,2023-07-02,2023-07-11,Answered,19,Designer,0,0,Normal
RFI-00414,PRJ-021,Fire Protection clarification item 414,Fire Protection,2023-05-07,2023-05-17,2023-05-18,Closed,11,Designer,0,0,Normal
RFI-00415,PRJ-021,Mechanical clarification item 415,Mechanical,2022-10-23,2022-10-30,2022-11-09,Answered,17,Designer,0,0,High
RFI-00416,PRJ-021,Fire Protection clarification item 416,Fire Protection,2023-09-05,2023-09-15,2023-09-21,Answered,16,Designer,0,0,Normal
RFI-00417,PRJ-021,Plumbing clarification item 417,Plumbing,2024-02-09,2024-02-19,2024-02-13,Closed,4,Contractor,0,0,Normal
RFI-00418,PRJ-021,Civil clarification item 418,Civil,2023-01-02,2023-01-12,2023-01-28,Closed,26,Owner,0,0,Normal
RFI-00419,PRJ-021,Fire Protection clarification item 419,Fire Protection,2023-12-01,2023-12-11,2023-12-12,Answered,11,Contractor,0,0,Normal
RFI-00420,PRJ-021,Fire Protection clarification item 420,Fire Protection,2024-04-13,2024-04-27,2024-05-09,Answered,26,Designer,0,0,Low
RFI-00421,PRJ-021,Structural clarification item 421,Structural,2023-12-27,2024-01-03,2024-01-08,Answered,12,Owner,0,0,High
RFI-00422,PRJ-021,Structural clarification item 422,Structural,2023-11-12,2023-11-22,2023-12-01,Ans,19,Contractor,0,0,Normal
RFI-00423,PRJ-021,Structural clarification item 423,Structural,2024-02-15,2024-02-22,2024-02-22,Closed,7,Designer,0,0,High
RFI-00424,PRJ-021,Structural clarification item 424,Structural,2024-01-20,2024-01-30,,Open,,Designer,2600,7,Normal
RFI-00425,PRJ-021,Structural clarification item 425,Structural,2023-12-17,2023-12-27,2024-01-03,Answered,17,Designer,0,0,Normal
RFI-00426,PRJ-022,Structural clarification item 426,Structural,2025-06-05,2025-06-15,2025-06-21,Answered,16,Designer,0,0,Normal
RFI-00427,PRJ-022,Civil clarification item 427,Civil,2025-10-18,2025-10-28,2025-11-03,Closed,16,Owner,0,0,Normal
RFI-00428,PRJ-022,Plumbing clarification item 428,Plumbing,2025-04-14,2025-04-21,2025-04-26,Closed,12,Owner,0,0,High
RFI-00429,PRJ-022,Architectural clarification item 429,Architectural,2025-02-23,2025-03-05,2025-03-18,Answered,23,Designer,17200,3,Normal
RFI-00430,PRJ-022,Architectural clarification item 430,Architectural,2025-08-25,2025-09-04,,Open,,Designer,0,0,Normal
RFI-00431,PRJ-022,Fire Protection clarification item 431,Fire Protection,2025-02-17,2025-02-27,2025-03-05,Answered,16,Designer,0,0,Normal
RFI-00432,PRJ-022,Civil clarification item 432,Civil,2024-12-13,2024-12-20,2025-01-02,Closed,20,Owner,13200,2,High
RFI-00433,PRJ-022,Electrical clarification item 433,Electrical,2024-11-04,2024-11-14,2024-11-22,Closed,18,Designer,17100,0,Normal
RFI-00434,PRJ-022,Mechanical clarification item 434,Mechanical,2025-11-25,2025-12-05,,Open,,Designer,0,0,Normal
RFI-00435,PRJ-022,Architectural clarification item 435,Architectural,2025-08-10,2025-08-20,2025-08-28,Answered,18,Designer,0,0,Normal
RFI-00436,PRJ-022,General clarification item 436,General,2025-05-23,2025-05-30,2025-06-06,Closed,14,External,12600,2,High
RFI-00437,PRJ-022,Electrical clarification item 437,Electrical,2025-04-05,2025-04-15,2025-04-22,Answered,17,Designer,0,0,Normal
RFI-00438,PRJ-022,Electrical clarification item 438,Electrical,2024-12-22,2025-01-05,2025-01-05,Answered,14,Owner,0,0,Low
RFI-00439,PRJ-022,Architectural clarification item 439,Architectural,2025-05-11,2025-05-21,2025-06-05,Answered,25,Owner,0,0,Normal
RFI-00440,PRJ-022,Architectural clarification item 440,Architectural,2025-06-20,2025-07-04,2025-07-21,Closed,31,Contractor,0,0,Low
RFI-00441,PRJ-022,Mechanical clarification item 441,Mechanical,2024-10-11,2024-10-18,2024-11-01,Answered,21,Owner,2100,5,High
RFI-00442,PRJ-022,Mechanical clarification item 442,Mechanical,2025-05-12,2025-05-22,2025-06-05,Answered,24,Designer,0,0,Normal
RFI-00443,PRJ-022,Civil clarification item 443,Civil,2025-11-05,2025-11-19,2025-11-26,Answered,21,Contractor,0,0,Low
RFI-00444,PRJ-022,Structural clarification item 444,Structural,2025-03-29,2025-04-08,2025-04-16,Closed,18,Contractor,0,0,Normal
RFI-00445,PRJ-022,Civil clarification item 445,Civil,2025-05-12,2025-05-26,,Open,,Contractor,4100,6,Low
RFI-00446,PRJ-022,Fire Protection clarification item 446,Fire Protection,2025-11-14,2025-11-21,,Open,,Contractor,95500,8,High
RFI-00447,PRJ-023,General clarification item 447,General,2025-06-29,2025-07-09,2025-07-23,Answered,24,Designer,21000,1,Normal
RFI-00448,PRJ-023,Structural clarification item 448,Structural,2024-10-18,2024-10-28,2024-10-27,Closed,9,External,0,0,Normal
RFI-00449,PRJ-023,Electrical clarification item 449,Electrical,2024-07-20,2024-07-27,2024-07-26,Answered,6,Designer,17300,5,High
RFI-00450,PRJ-023,Structural clarification item 450,Structural,2024-09-03,2024-09-13,2024-09-11,Closed,8,Designer,0,0,Normal
RFI-00451,PRJ-023,Architectural clarification item 451,Architectural,2024-06-22,2024-07-02,2024-06-27,Answered,5,Owner,0,0,Normal
RFI-00452,PRJ-023,Structural clarification item 452,Structural,2025-08-13,2025-08-20,2025-08-20,Answered,7,Designer,0,0,High
RFI-00453,PRJ-023,Architectural clarification item 453,Architectural,2025-09-01,2025-09-08,2025-09-17,Answered,16,Designer,0,0,High
RFI-00454,PRJ-023,Plumbing clarification item 454,Plumbing,2025-12-24,2025-12-31,,Open,,Owner,0,0,High
RFI-00455,PRJ-023,Structural clarification item 455,Structural,2025-05-31,2025-06-07,2025-06-05,Closed,5,Designer,0,0,High
RFI-00456,PRJ-023,Mechanical clarification item 456,Mechanical,2024-10-08,2024-10-15,2024-10-24,Answered,16,Owner,0,0,High
RFI-00457,PRJ-023,Plumbing clarification item 457,Plumbing,2025-04-16,2025-04-26,2025-04-25,Answered,9,Designer,0,0,Normal
RFI-00458,PRJ-023,Plumbing clarification item 458,Plumbing,2024-06-04,06/14/2024,2024-06-23,Answered,19,Designer,0,0,Normal
RFI-00459,PRJ-023,Fire Protection clarification item 459,Fire Protection,2025-01-04,2025-01-14,2025-01-21,Closed,17,Designer,0,0,Normal
RFI-00460,PRJ-023 ,Civil clarification item 460,Civil,2025-08-30,2025-09-09,2025-09-21,Closed,22,Owner,1800,0,Normal
RFI-00461,PRJ-023,Mechanical clarification item 461,Mechanical,2024-03-21,2024-03-31,2024-04-06,Answered,16,Owner,0,0,Normal
RFI-00462,PRJ-023,Plumbing clarification item 462,Plumbing,2024-10-04,2024-10-18,,Open,,Designer,0,0,Low
RFI-00463,PRJ-023,Mechanical clarification item 463,Mechanical,2025-06-27,2025-06-30,2025-06-28,Closed,1,Owner,16100,4,Critical
RFI-00464,PRJ-023,Structural clarification item 464,Structural,2024-08-27,2024-09-06,2024-09-12,Answered,16,Owner,0,0,Normal
RFI-00465,PRJ-023,Mechanical clarification item 465,Mechanical,2025-09-17,2025-09-24,2025-09-20,Answered,3,Designer,0,0,High
RFI-00466,PRJ-023,Plumbing clarification item 466,Plumbing,2025-11-24,2025-11-27,,Open,,Designer,34400,2,Critical
RFI-00467,PRJ-023,Civil clarification item 467,Civil,2025-11-07,2025-11-14,,Open,,Owner,0,0,High
RFI-00468,PRJ-023,Structural clarification item 468,Structural,2025-08-16,2025-08-26,2025-09-02,Answered,17,Owner,0,0,Normal
RFI-00469,PRJ-024,Electrical clarification item 469,Electrical,2025-02-05,2025-02-19,2025-02-28,Closed,23,Owner,0,0,Low
RFI-00470,PRJ-024,Structural clarification item 470,Structural,2025-07-08,2025-07-18,2025-07-29,Answered,21,Designer,0,0,Normal
RFI-00471,PRJ-024,Structural clarification item 471,Structural,2025-10-27,2025-11-06,2025-11-19,Answered,23,Owner,0,0,Normal
RFI-00472,PRJ-024,Architectural clarification item 472,Architectural,2025-12-16,2025-12-26,,open,,Designer,4600,6,Normal
RFI-00473,PRJ-024,Electrical clarification item 473,Electrical,2025-10-21,2025-10-28,2025-11-07,Answered,17,Designer,0,0,High
RFI-00474,PRJ-024,Mechanical clarification item 474,Mechanical,2025-11-04,2025-11-14,2025-11-18,Answered,14,External,0,0,Normal
RFI-00475,PRJ-024,Architectural clarification item 475,Architectural,2024-11-20,2024-11-27,2024-12-13,Closed,23,Contractor,0,0,High
RFI-00476,PRJ-024,Civil clarification item 476,Civil,2025-02-12,2025-02-22,2025-03-05,Closed,21,Owner,0,0,Normal
RFI-00477,PRJ-024,Mechanical clarification item 477,Mechanical,2025-11-24,2025-12-04,2025-12-07,Closed,13,Contractor,0,0,Normal
RFI-00478,PRJ-024,Structural clarification item 478,Structural,2025-06-19,2025-06-26,2025-07-12,Answered,23,Designer,2300,0,High
RFI-00479,PRJ-024,Structural clarification item 479,Structural,2025-08-30,2025-09-09,,Open,,Owner,0,0,Normal
RFI-00480,PRJ-024,Civil clarification item 480,Civil,2025-09-24,2025-10-04,2025-10-22,Answered,28,Owner,0,0,Normal
RFI-00481,PRJ-024,Mechanical clarification item 481,mechanical,2025-09-17,2025-09-27,2025-10-06,Answered,19,Designer,0,0,Normal
RFI-00482,PRJ-024,Mechanical clarification item 482,Mechanical,2025-08-14,2025-08-28,2025-08-30,Answered,16,Designer,0,0,Low
RFI-00483,PRJ-024,Structural clarification item 483,Structural,2025-11-07,2025-11-10,2025-11-19,Closed,12,Designer,0,0,Critical
RFI-00484,PRJ-024,Architectural clarification item 484,Architectural,2025-06-03,2025-06-10,2025-06-25,Answered,22,Designer,11700,4,High
RFI-00485,PRJ-024,Mechanical clarification item 485,Mechanical,2025-12-15,2025-12-22,2026-01-08,Answered,24,Contractor,0,0,High
RFI-00486,PRJ-024,Architectural clarification item 486,Architectural,2025-07-30,2025-08-06,2025-08-09,Closed,10,Owner,6400,10,High
RFI-00487,PRJ-024,General clarification item 487,General,2024-10-14,2024-10-24,2024-11-03,Answered,20,Contractor,0,0,Normal
RFI-00488,PRJ-024,Structural clarification item 488,Structural,2024-10-04,2024-10-11,2024-10-19,Closed,15,Designer,0,0,High
RFI-00489,PRJ-024,Plumbing clarification item 489,Plumbing,2024-11-10,2024-11-24,2024-12-20,Answered,40,Designer,0,0,Low
RFI-00490,PRJ-024,Civil clarification item 490,Civil,2025-10-28,2025-11-07,2025-11-13,Answered,16,External,0,0,Normal
RFI-00491,PRJ-024,Structural clarification item 491,Structural,2025-05-10,2025-05-24,2025-06-11,Closed,32,Contractor,0,0,Low
RFI-00492,PRJ-024,Mechanical clarification item 492,Mechanical,2025-09-22,2025-09-29,2025-10-06,Answered,14,Contractor,0,0,High
RFI-00493,PRJ-024,Architectural clarification item 493,Architectural,2025-01-16,2025-01-26,2025-02-04,Answered,19,Designer,163300,5,Normal
RFI-00494,PRJ-025,Architectural clarification item 494,Architectural,2025-08-03,2025-08-13,2025-08-21,Closed,18,Designer,0,0,Normal
RFI-00495,PRJ-025,Mechanical clarification item 495,Mechanical,2025-10-16,2025-10-23,2025-10-21,Closed,5,Contractor,0,0,High
RFI-00496,PRJ-025,Architectural clarification item 496,Architectural,2025-08-03,2025-08-13,2025-09-04,Answered,32,External,0,0,Normal
RFI-00497,PRJ-025,Structural clarification item 497,Structural,2025-09-10,2025-09-20,2025-10-04,Closed,24,Designer,0,0,Normal
RFI-00498,PRJ-025,Civil clarification item 498,Civil,2025-02-07,2025-02-17,2025-03-04,Closed,25,Designer,0,0,Normal
RFI-00499,PRJ-025,General clarification item 499,General,2025-05-28,2025-06-07,2025-06-24,Answered,27,Designer,0,0,Normal
RFI-00500,PRJ-025,Plumbing clarification item 500,Plumbing,2024-12-21,2024-12-28,2025-01-14,Answered,24,Contractor,40100,3,High
RFI-00501,PRJ-025,Electrical clarification item 501,Electrical,2024-11-19,2024-11-29,2024-12-14,Closed,25,Owner,0,0,Normal
RFI-00502,PRJ-025,Electrical clarification item 502,Electrical,2025-06-24,2025-07-04,2025-07-16,Answered,22,Contractor,0,0,Normal
RFI-00503,PRJ-025,Electrical clarification item 503,Electrical,2025-04-10,2025-04-17,,Open,,Contractor,0,0,High
RFI-00504,PRJ-025,Structural clarification item 504,Structural,2025-03-11,2025-03-21,2025-03-28,Answered,17,Contractor,21800,4,Normal
RFI-00505,PRJ-025,Mechanical clarification item 505,Mechanical,2025-02-14,2025-02-24,2025-03-08,Answered,22,Designer,0,0,Normal
RFI-00506,PRJ-025,Architectural clarification item 506,Architectural,2025-05-25,2025-06-01,,Open,,Contractor,0,0,High
RFI-00507,PRJ-025,Structural clarification item 507,Structural,2025-11-07,2025-11-14,,Open,,Designer,28000,5,High
RFI-00508,PRJ-025,Structural clarification item 508,Structural,2025-10-11,2025-10-21,2025-10-25,Answered,14,Designer,0,0,Normal
RFI-00509,PRJ-025,General clarification item 509,General,2024-10-24,2024-11-03,2024-11-05,Answered,12,Designer,0,0,Normal
RFI-00510,PRJ-025,Electrical clarification item 510,Electrical,2025-02-01,2025-02-08,2025-02-19,Answered,18,Designer,5200,5,High
RFI-00511,PRJ-025,General clarification item 511,General,2025-09-09,2025-09-12,2025-10-03,Answered,24,Designer,0,0,Critical
RFI-00512,PRJ-025,Structural clarification item 512,Structural,2025-04-10,2025-04-20,2025-05-08,Closed,28,External,0,0,Normal
RFI-00513,PRJ-025,Architectural clarification item 513,Architectural,2024-10-20,2024-11-03,2024-11-08,Closed,19,Designer,0,0,Low
RFI-00514,PRJ-025,Electrical clarification item 514,Electrical,2025-11-01,2025-11-15,,Open,,Designer,0,0,Low
RFI-00515,PRJ-025,General clarification item 515,General,2025-12-25,2026-01-04,2026-01-11,Answered,17,Owner,0,0,Normal
RFI-00516,PRJ-025,Structural clarification item 516,Structural,2025-05-08,2025-05-18,2025-05-26,Closed,18,Contractor,46700,2,Normal
RFI-00517,PRJ-026,Structural clarification item 517,Structural,2025-01-07,2025-01-10,2025-01-09,Answered,2,Designer,7600,5,Critical
RFI-00518,PRJ-026,Civil clarification item 518,Civil,2025-06-22,2025-06-29,2025-07-16,Answered,24,Contractor,118200,2,High
RFI-00519,PRJ-026,Architectural clarification item 519,Architectural,2025-01-01,2025-01-11,2025-01-17,Answered,16,Designer,0,0,Normal
RFI-00520,PRJ-026,Mechanical clarification item 520,Mechanical,2024-12-15,2024-12-22,2024-12-27,Answered,12,Designer,28500,0,High
RFI-00521,PRJ-026,Fire Protection clarification item 521,Fire Protection,2025-06-21,2025-07-01,2025-07-03,Answered,12,Owner,0,0,Normal
RFI-00522,PRJ-026,Electrical clarification item 522,Electrical,2024-11-30,2024-12-07,2024-12-18,Closed,18,Owner,0,0,High
RFI-00523,PRJ-026,Fire Protection clarification item 523,Fire Protection,2025-12-01,2025-12-11,2025-12-15,Answered,14,Contractor,0,0,Normal
RFI-00524,PRJ-026,Mechanical clarification item 524,Mechanical,2025-10-27,2025-11-10,2025-11-13,Answered,17,Contractor,23100,1,Low
RFI-00525,PRJ-026,Civil clarification item 525,Civil,2025-02-14,2025-02-28,2025-03-08,Closed,22,Owner,0,0,Low
RFI-00526,PRJ-026,Mechanical clarification item 526,Mechanical,2025-08-04,2025-08-14,,Open,,Owner,30200,2,Normal
RFI-00527,PRJ-026,Structural clarification item 527,Structural,2025-05-17,2025-05-27,2025-05-27,Answered,10,External,0,0,Normal
RFI-00528,PRJ-026,Fire Protection clarification item 528,Fire Protection,2024-08-31,2024-09-10,2024-09-10,Closed,10,External,0,0,Normal
RFI-00529,PRJ-026,Plumbing clarification item 529,Plumbing,2024-10-10,2024-10-17,2024-10-11,Answered,1,External,0,0,High
RFI-00530,PRJ-026,Civil clarification item 530,Civil,2025-04-23,2025-05-07,2025-05-12,Answered,19,Contractor,0,0,Low
RFI-00531,PRJ-026,Architectural clarification item 531,Architectural,2025-12-27,2026-01-06,,Open,,Owner,0,0,Normal
RFI-00532,PRJ-026,Civil clarification item 532,Civil,2024-10-05,2024-10-15,2024-10-20,Answered,15,Owner,4500,0,Normal
RFI-00533,PRJ-026,Mechanical clarification item 533,Mechanical,2025-10-06,2025-10-16,2025-10-26,Closed,20,Designer,0,0,Normal
RFI-00534,PRJ-026,Architectural clarification item 534,Architectural,2025-11-16,2025-11-23,2025-11-30,Closed,14,External,0,0,High
RFI-00535,PRJ-026,Structural clarification item 535,Structural,2025-01-07,2025-01-10,2025-01-18,Answered,11,Designer,0,0,Critical
RFI-00536,PRJ-026,Fire Protection clarification item 536,Fire Protection,2025-09-22,2025-09-29,2025-10-07,Answered,15,Designer,0,0,High
RFI-00537,PRJ-027,Structural clarification item 537,Structural,2025-07-22,2025-08-01,2025-08-16,Answered,25,Designer,0,0,Normal
RFI-00538,PRJ-027,Structural clarification item 538,Structural,2025-02-18,2025-02-21,2025-03-05,Answered,15,Contractor,8800,5,Critical
RFI-00539,PRJ-027,Electrical clarification item 539,Electrical,2025-08-23,2025-09-02,2025-09-07,Answered,15,Designer,0,0,Normal
RFI-00540,PRJ-027,General clarification item 540,General,2025-11-24,2025-12-04,2025-12-07,Answered,13,Designer,0,0,Normal
RFI-00541,PRJ-027,Electrical clarification item 541,Electrical,2025-08-12,2025-08-19,2025-09-01,Closed,20,Designer,0,0,High
RFI-00542,PRJ-027,Electrical clarification item 542,Electrical,2025-10-16,2025-10-26,2025-11-04,Answered,19,Designer,42900,5,Normal
RFI-00543,PRJ-027,Structural clarification item 543,structure,2025-03-28,2025-04-04,2025-04-12,Answered,15,Contractor,0,0,High
RFI-00544,PRJ-027,Architectural clarification item 544,Architectural,2024-06-14,2024-06-21,2024-07-01,Answered,17,Designer,0,0,High
RFI-00545,PRJ-027,Architectural clarification item 545,Architectural,2025-11-14,2025-11-24,2025-12-13,Answered,29,Owner,0,0,Normal
RFI-00546,PRJ-027,Plumbing clarification item 546,Plumbing,2025-04-21,2025-05-01,,Open,,Designer,0,0,Normal
RFI-00547,PRJ-027,Mechanical clarification item 547,Mechanical,2024-08-22,2024-09-01,2024-09-04,Answered,13,Contractor,0,0,Normal
RFI-00548,PRJ-027,Structural clarification item 548,Structural,2024-12-06,2024-12-16,2024-12-26,Closed,20,Designer,6800,6,Normal
RFI-00549,PRJ-027,Architectural clarification item 549,Architectural,2025-11-03,2025-11-13,2025-11-23,Answered,20,Owner,0,0,Normal
RFI-00550,PRJ-027,Civil clarification item 550,Civil,2024-07-11,2024-07-25,2024-07-24,Answered,13,Owner,0,0,Low
RFI-00551,PRJ-027,Mechanical clarification item 551,Mechanical,2025-05-25,2025-06-01,2025-06-05,Closed,11,Designer,0,0,High
RFI-00552,PRJ-027,Architectural clarification item 552,Architectural,2024-07-02,2024-07-09,2024-07-11,Answered,9,Designer,35100,5,High
RFI-00553,PRJ-028,Plumbing clarification item 553,Plumbing,2023-09-16,2023-09-26,2023-10-01,Answered,15,Designer,0,0,Normal
RFI-00554,PRJ-028,Plumbing clarification item 554,Plumbing,2024-01-30,02/06/2024,2024-02-08,Answered,9,Designer,45900,4,High
RFI-00555,PRJ-028,Architectural clarification item 555,Architectural,2023-05-23,2023-06-02,2023-06-04,Answered,12,Contractor,0,0,Normal
RFI-00556,PRJ-028,Electrical clarification item 556,Electrical,2022-02-26,2022-03-05,,Open,,External,0,0,High
RFI-00557,PRJ-028,Structural clarification item 557,Structural,2021-10-17,2021-10-27,2021-11-06,Answered,20,Designer,0,0,Normal
RFI-00558,PRJ-028,General clarification item 558,General,2022-04-11,2022-04-21,2022-04-28,Answered,17,Designer,0,0,Normal
RFI-00559,PRJ-028,Architectural clarification item 559,Architectural,2024-04-18,2024-04-25,2024-04-24,Closed,6,Designer,27700,1,High
RFI-00560,PRJ-028,General clarification item 560,General,2022-02-03,2022-02-13,2022-02-18,Answered,15,Owner,0,0,Normal
RFI-00561,PRJ-028,Fire Protection clarification item 561,Fire Protection,2024-05-19,2024-05-26,2024-06-01,Answered,13,Contractor,74100,3,High
RFI-00562,PRJ-028,Fire Protection clarification item 562,Fire Protection,2021-12-06,2021-12-16,2021-12-18,Closed,12,Designer,0,0,Normal
RFI-00563,PRJ-028,Mechanical clarification item 563,Mechanical,2024-07-20,2024-07-27,2024-08-04,Answered,15,Designer,0,0,High
RFI-00564,PRJ-028,Mechanical clarification item 564,Mechanical,2021-11-11,2021-11-21,2021-12-03,Answered,22,External,0,0,Normal
RFI-00565,PRJ-028,Plumbing clarification item 565,Plumbing,2023-10-10,2023-10-20,2023-10-31,Answered,21,External,0,0,Normal
RFI-00566,PRJ-028,Architectural clarification item 566,Architectural,2023-02-21,2023-02-28,2023-03-06,Closed,13,Designer,38100,8,High
RFI-00567,PRJ-028,Civil clarification item 567,Civil,2024-04-30,2024-05-07,2024-05-17,Answered,17,Designer,0,0,High
RFI-00568,PRJ-028,Civil clarification item 568,Civil,2022-04-28,2022-05-08,2022-05-13,Closed,15,Owner,0,0,Normal
RFI-00569,PRJ-028,Architectural clarification item 569,Architectural,2022-06-05,2022-06-12,,Open,,Owner,0,0,High
RFI-00570,PRJ-028,Architectural clarification item 570,Architectural,2023-08-21,2023-08-31,2023-09-11,Answered,21,Designer,0,0,Normal
RFI-00571,PRJ-029,Civil clarification item 571,Civil,2024-03-20,2024-03-27,2024-03-21,Answered,1,Designer,12600,3,High
RFI-00572,PRJ-029,Structural clarification item 572,Structural,2024-12-12,2024-12-22,2024-12-25,Answered,13,Designer,0,0,Normal
RFI-00573,PRJ-029,Electrical clarification item 573,Electrical,2024-07-27,2024-08-06,2024-08-04,Closed,8,Designer,0,0,Normal
RFI-00574,PRJ-029,Electrical clarification item 574,Electrical,2025-02-15,2025-02-25,2025-03-03,Closed,16,Contractor,0,0,Normal
RFI-00575,PRJ-029,Electrical clarification item 575,Electrical,2025-08-21,2025-08-31,2025-09-16,Answered,26,Designer,0,0,Normal
RFI-00576,PRJ-029,Civil clarification item 576,Civil,2024-09-27,2024-10-07,2024-10-20,Answered,23,Designer,0,0,Normal
RFI-00577,PRJ-029,Civil clarification item 577,Civil,2024-10-05,2024-10-15,2024-10-14,Answered,9,Designer,165000,5,Normal
RFI-00578,PRJ-029,Electrical clarification item 578,Electrical,2025-10-05,2025-10-19,2025-10-24,Closed,19,Owner,188800,2,Low
RFI-00579,PRJ-029,Architectural clarification item 579,Architectural,2024-12-31,2025-01-14,2025-01-20,Closed,20,Owner,0,0,Low
RFI-00580,PRJ-029,Structural clarification item 580,Structural,2025-09-09,2025-09-19,2025-09-15,Answered,6,Designer,0,0,Normal
RFI-00581,PRJ-029,Fire Protection clarification item 581,Fire Protection,2025-06-20,2025-06-30,2025-07-13,Answered,23,Owner,0,0,Normal
RFI-00582,PRJ-029,Mechanical clarification item 582,Mechanical,2025-05-15,2025-05-25,2025-05-27,Closed,12,Designer,0,0,Normal
RFI-00583,PRJ-029,Electrical clarification item 583,Electrical,2024-06-03,2024-06-06,2024-06-04,Answered,1,Designer,0,0,Critical
RFI-00584,PRJ-029,Architectural clarification item 584,Architectural,2024-10-10,2024-10-24,2024-10-23,Closed,13,Contractor,0,0,Low
RFI-00585,PRJ-029,Mechanical clarification item 585,Mechanical,2025-09-21,2025-09-28,2025-10-06,Answered,15,Designer,0,0,High
RFI-00586,PRJ-029,Structural clarification item 586,Structural,2025-04-06,2025-04-16,2025-04-19,Closed,13,Owner,0,0,Normal
RFI-00587,PRJ-029,Electrical clarification item 587,Electrical,2025-08-21,2025-08-28,2025-08-26,Closed,5,Designer,22400,0,High
RFI-00588,PRJ-029,Civil clarification item 588,Civil,2024-09-19,2024-09-29,2024-10-18,Answered,29,Owner,0,0,Normal
RFI-00589,PRJ-029,General clarification item 589,General,2025-11-25,2025-11-28,,Open,,Designer,0,0,Critical
RFI-00590,PRJ-030,Structural clarification item 590,Structural,2025-07-07,2025-07-17,2025-08-06,Closed,30,Contractor,14100,3,Normal
RFI-00591,PRJ-030,Mechanical clarification item 591,Mechanical,2025-11-15,2025-11-22,2025-12-02,Answered,17,Designer,0,0,High
